State;Filed week ended;Initial Claims;Reflecting Week Ended;Continued Claims;Covered Employment;Insured Unemployment Rate
Virgin Islands;04/13/2019;12;04/06/2019;536;32,447;1.65
Virgin Islands;04/20/2019;12;04/13/2019;118;32,446;0.36
Virgin Islands;04/27/2019;35;04/20/2019;678;32,446;2.09
Virgin Islands;05/04/2019;27;04/27/2019;270;32,446;0.83
Virgin Islands;05/11/2019;35;05/04/2019;400;32,446;1.23
Virgin Islands;05/18/2019;31;05/11/2019;368;32,446;1.13
Virgin Islands;05/25/2019;25;05/18/2019;472;32,446;1.45
Virgin Islands;06/01/2019;24;05/25/2019;330;32,446;1.02
Virgin Islands;06/08/2019;25;06/01/2019;376;32,446;1.16
Virgin Islands;06/15/2019;29;06/08/2019;408;32,446;1.26
Virgin Islands;06/22/2019;32;06/15/2019;410;32,446;1.26
Virgin Islands;06/29/2019;29;06/22/2019;376;32,446;1.16
Virgin Islands;07/06/2019;21;06/29/2019;348;32,446;1.07
Virgin Islands;07/13/2019;43;07/06/2019;464;32,552;1.43
Virgin Islands;07/20/2019;28;07/13/2019;426;32,552;1.31
Virgin Islands;07/27/2019;36;07/20/2019;496;32,552;1.52
Virgin Islands;08/03/2019;30;07/27/2019;386;32,552;1.19
Virgin Islands;08/10/2019;39;08/03/2019;456;32,552;1.40
Virgin Islands;08/17/2019;33;08/10/2019;474;32,552;1.46
Virgin Islands;08/24/2019;46;08/17/2019;428;32,552;1.31
Virgin Islands;08/31/2019;39;08/24/2019;452;32,552;1.39
Virgin Islands;09/07/2019;29;08/31/2019;458;32,552;1.41
Virgin Islands;09/14/2019;48;09/07/2019;450;32,552;1.38
Virgin Islands;09/21/2019;34;09/14/2019;472;32,552;1.45
Virgin Islands;09/28/2019;21;09/21/2019;474;32,552;1.46
Virgin Islands;10/05/2019;52;09/28/2019;486;32,552;1.49
Virgin Islands;10/12/2019;29;10/05/2019;436;33,306;1.31
Virgin Islands;10/19/2019;30;10/12/2019;492;33,306;1.48
Virgin Islands;10/26/2019;39;10/19/2019;482;33,306;1.45
Virgin Islands;11/02/2019;35;10/26/2019;458;33,306;1.38
Virgin Islands;11/09/2019;30;11/02/2019;520;33,306;1.56
Virgin Islands;11/16/2019;36;11/09/2019;434;33,306;1.30
Virgin Islands;11/23/2019;40;11/16/2019;474;33,306;1.42
Virgin Islands;11/30/2019;22;11/23/2019;362;33,306;1.09
Virgin Islands;12/07/2019;12;11/30/2019;238;33,306;0.71
Virgin Islands;12/14/2019;29;12/07/2019;128;33,306;0.38
Virgin Islands;12/21/2019;53;12/14/2019;678;33,306;2.04
Virgin Islands;12/28/2019;17;12/21/2019;226;33,306;0.68
Virgin Islands;01/04/2020;10;12/28/2019;468;33,306;1.41
Virgin Islands;01/11/2020;24;01/04/2020;534;34,238;1.56
Virgin Islands;01/18/2020;40;01/11/2020;562;34,238;1.64
Virgin Islands;01/25/2020;44;01/18/2020;552;34,238;1.61
Virgin Islands;02/01/2020;35;01/25/2020;516;34,238;1.51
Virgin Islands;02/08/2020;45;02/01/2020;522;34,238;1.52
Virgin Islands;02/15/2020;40;02/08/2020;508;34,238;1.48
Virgin Islands;02/22/2020;55;02/15/2020;508;34,238;1.48
Virgin Islands;02/29/2020;37;02/22/2020;562;34,238;1.64
Virgin Islands;03/07/2020;64;02/29/2020;586;34,238;1.71
Virgin Islands;03/14/2020;44;03/07/2020;592;34,238;1.73
Virgin Islands;03/21/2020;123;03/14/2020;584;34,238;1.71
Virgin Islands;03/28/2020;250;03/21/2020;512;34,238;1.50
Virgin Islands;04/04/2020;72;03/28/2020;658;34,238;1.92
Virgin Islands;04/11/2020;6;04/04/2020;776;35,422;2.19
Virgin Islands;04/18/2020;13;04/11/2020;1,322;35,422;3.73
Virgin Islands;04/25/2020;103;04/18/2020;1,468;35,422;4.14
Virgin Islands;05/02/2020;45;04/25/2020;1,882;35,422;5.31
Virgin Islands;05/09/2020;70;05/02/2020;2,812;35,422;7.94
Virgin Islands;05/16/2020;66;05/09/2020;3,572;35,422;10.08
Virgin Islands;05/23/2020;47;05/16/2020;4,534;35,422;12.80
Virgin Islands;05/30/2020;32;05/23/2020;4,642;35,422;13.10
Virgin Islands;06/06/2020;32;05/30/2020;5,564;35,422;15.71
Virgin Islands;06/13/2020;53;06/06/2020;5,734;35,422;16.19
Virginia;01/05/2019;3,229;12/29/2018;22,824;3,670,247;0.62
Virginia;01/12/2019;4,780;01/05/2019;24,191;3,685,768;0.66
Virginia;01/19/2019;3,468;01/12/2019;23,631;3,685,768;0.64
Virginia;01/26/2019;3,513;01/19/2019;23,781;3,685,768;0.65
Virginia;02/02/2019;2,896;01/26/2019;24,110;3,685,768;0.65
Virginia;02/09/2019;2,686;02/02/2019;23,700;3,685,768;0.64
Virginia;02/16/2019;2,308;02/09/2019;23,511;3,685,768;0.64
Virginia;02/23/2019;2,240;02/16/2019;22,881;3,685,768;0.62
Virginia;03/02/2019;2,140;02/23/2019;22,742;3,685,768;0.62
Virginia;03/09/2019;2,445;03/02/2019;22,508;3,685,768;0.61
Virginia;03/16/2019;2,210;03/09/2019;21,927;3,685,768;0.59
Virginia;03/23/2019;2,141;03/16/2019;21,525;3,685,768;0.58
Virginia;03/30/2019;2,074;03/23/2019;20,645;3,685,768;0.56
Virginia;04/06/2019;2,155;03/30/2019;19,890;3,685,768;0.54
Virginia;04/13/2019;2,260;04/06/2019;19,164;3,700,081;0.52
Virginia;04/20/2019;2,231;04/13/2019;18,449;3,700,081;0.50
Virginia;04/27/2019;2,062;04/20/2019;18,608;3,700,081;0.50
Virginia;05/04/2019;2,341;04/27/2019;18,478;3,700,081;0.50
Virginia;05/11/2019;2,481;05/04/2019;17,804;3,700,081;0.48
Virginia;05/18/2019;2,644;05/11/2019;18,177;3,700,081;0.49
Virginia;05/25/2019;2,568;05/18/2019;18,363;3,700,081;0.50
Virginia;06/01/2019;2,388;05/25/2019;18,453;3,700,081;0.50
Virginia;06/08/2019;2,821;06/01/2019;19,079;3,700,081;0.52
Virginia;06/15/2019;2,591;06/08/2019;19,463;3,700,081;0.53
Virginia;06/22/2019;2,450;06/15/2019;19,669;3,700,081;0.53
Virginia;06/29/2019;2,415;06/22/2019;19,797;3,700,081;0.54
Virginia;07/06/2019;2,487;06/29/2019;18,970;3,700,081;0.51
Virginia;07/13/2019;3,183;07/06/2019;20,754;3,711,855;0.56
Virginia;07/20/2019;2,453;07/13/2019;20,075;3,711,855;0.54
Virginia;07/27/2019;2,185;07/20/2019;20,197;3,711,855;0.54
Virginia;08/03/2019;2,517;07/27/2019;19,788;3,711,855;0.53
Virginia;08/10/2019;2,382;08/03/2019;19,985;3,711,855;0.54
Virginia;08/17/2019;2,237;08/10/2019;19,800;3,711,855;0.53
Virginia;08/24/2019;2,054;08/17/2019;19,257;3,711,855;0.52
Virginia;08/31/2019;2,217;08/24/2019;18,264;3,711,855;0.49
Virginia;09/07/2019;2,144;08/31/2019;17,416;3,711,855;0.47
Virginia;09/14/2019;2,236;09/07/2019;17,843;3,711,855;0.48
Virginia;09/21/2019;2,158;09/14/2019;17,251;3,711,855;0.46
Virginia;09/28/2019;2,129;09/21/2019;17,140;3,711,855;0.46
Virginia;10/05/2019;2,340;09/28/2019;16,840;3,711,855;0.45
Virginia;10/12/2019;2,455;10/05/2019;16,866;3,722,198;0.45
Virginia;10/19/2019;2,202;10/12/2019;16,768;3,722,198;0.45
Virginia;10/26/2019;3,871;10/19/2019;16,889;3,722,198;0.45
Virginia;11/02/2019;2,354;10/26/2019;17,285;3,722,198;0.46
Virginia;11/09/2019;2,671;11/02/2019;18,200;3,722,198;0.49
Virginia;11/16/2019;2,327;11/09/2019;17,600;3,722,198;0.47
Virginia;11/23/2019;2,542;11/16/2019;17,541;3,722,198;0.47
Virginia;11/30/2019;1,952;11/23/2019;16,997;3,722,198;0.46
Virginia;12/07/2019;4,284;11/30/2019;19,076;3,722,198;0.51
Virginia;12/14/2019;3,127;12/07/2019;19,228;3,722,198;0.52
Virginia;12/21/2019;3,608;12/14/2019;19,437;3,722,198;0.52
Virginia;12/28/2019;3,305;12/21/2019;19,097;3,722,198;0.51
Virginia;01/04/2020;3,188;12/28/2019;22,171;3,722,198;0.60
Virginia;01/11/2020;3,643;01/04/2020;23,577;3,731,069;0.63
Virginia;01/18/2020;2,831;01/11/2020;22,218;3,731,069;0.60
Virginia;01/25/2020;3,059;01/18/2020;21,661;3,731,069;0.58
Virginia;02/01/2020;2,575;01/25/2020;22,263;3,731,069;0.60
Virginia;02/08/2020;3,097;02/01/2020;22,049;3,731,069;0.59
Virginia;02/15/2020;2,693;02/08/2020;22,481;3,731,069;0.60
Virginia;02/22/2020;2,079;02/15/2020;22,493;3,731,069;0.60
Virginia;02/29/2020;3,267;02/22/2020;22,203;3,731,069;0.60
Virginia;03/07/2020;2,527;02/29/2020;22,714;3,731,069;0.61
Virginia;03/14/2020;2,706;03/07/2020;21,336;3,731,069;0.57
Virginia;03/21/2020;46,277;03/14/2020;21,628;3,731,069;0.58
Virginia;03/28/2020;112,497;03/21/2020;41,827;3,731,069;1.12
Virginia;04/04/2020;147,369;03/28/2020;133,184;3,731,069;3.57
Virginia;04/11/2020;104,619;04/04/2020;236,791;3,731,069;6.35
Virginia;04/18/2020;82,729;04/11/2020;297,993;3,739,821;7.97
Virginia;04/25/2020;72,488;04/18/2020;341,295;3,739,821;9.13
Virginia;05/02/2020;59,631;04/25/2020;376,689;3,739,821;10.07
Virginia;05/09/2020;52,139;05/02/2020;392,673;3,739,821;10.50
Virginia;05/16/2020;44,699;05/09/2020;403,557;3,739,821;10.79
Virginia;05/23/2020;39,242;05/16/2020;402,926;3,739,821;10.77
Virginia;05/30/2020;31,379;05/23/2020;398,411;3,739,821;10.65
Virginia;06/06/2020;29,231;05/30/2020;396,056;3,739,821;10.59
Virginia;06/13/2020;27,186;06/06/2020;386,893;3,739,821;10.35
Washington;01/05/2019;9,956;12/29/2018;67,109;3,250,258;2.06
Washington;01/12/2019;9,142;01/05/2019;67,157;3,270,406;2.05
Washington;01/19/2019;7,031;01/12/2019;64,279;3,270,406;1.97
Washington;01/26/2019;6,485;01/19/2019;63,194;3,270,406;1.93
Washington;02/02/2019;6,622;01/26/2019;61,958;3,270,406;1.89
Washington;02/09/2019;11,176;02/02/2019;61,358;3,270,406;1.88
Washington;02/16/2019;12,451;02/09/2019;68,046;3,270,406;2.08
Washington;02/23/2019;7,360;02/16/2019;73,334;3,270,406;2.24
Washington;03/02/2019;6,175;02/23/2019;67,348;3,270,406;2.06
Washington;03/09/2019;7,071;03/02/2019;64,600;3,270,406;1.98
Washington;03/16/2019;5,787;03/09/2019;62,889;3,270,406;1.92
Washington;03/23/2019;5,405;03/16/2019;59,676;3,270,406;1.82
Washington;03/30/2019;5,470;03/23/2019;56,335;3,270,406;1.72
Washington;04/06/2019;6,299;03/30/2019;53,624;3,270,406;1.64
Washington;04/13/2019;6,939;04/06/2019;52,581;3,288,861;1.60
Washington;04/20/2019;5,748;04/13/2019;51,556;3,288,861;1.57
Washington;04/27/2019;5,335;04/20/2019;49,451;3,288,861;1.50
Washington;05/04/2019;5,266;04/27/2019;47,600;3,288,861;1.45
Washington;05/11/2019;5,123;05/04/2019;46,218;3,288,861;1.41
Washington;05/18/2019;5,513;05/11/2019;45,093;3,288,861;1.37
Washington;05/25/2019;5,499;05/18/2019;45,044;3,288,861;1.37
Washington;06/01/2019;4,908;05/25/2019;44,252;3,288,861;1.35
Washington;06/08/2019;5,426;06/01/2019;43,910;3,288,861;1.34
Washington;06/15/2019;4,886;06/08/2019;42,773;3,288,861;1.30
Washington;06/22/2019;5,408;06/15/2019;41,773;3,288,861;1.27
Washington;06/29/2019;5,626;06/22/2019;41,972;3,288,861;1.28
Washington;07/06/2019;5,547;06/29/2019;41,599;3,288,861;1.26
Washington;07/13/2019;6,312;07/06/2019;44,130;3,305,734;1.33
Washington;07/20/2019;4,671;07/13/2019;43,338;3,305,734;1.31
Washington;07/27/2019;4,656;07/20/2019;42,764;3,305,734;1.29
Washington;08/03/2019;5,632;07/27/2019;42,965;3,305,734;1.30
Washington;08/10/2019;5,490;08/03/2019;43,284;3,305,734;1.31
Washington;08/17/2019;5,032;08/10/2019;43,539;3,305,734;1.32
Washington;08/24/2019;4,780;08/17/2019;43,229;3,305,734;1.31
Washington;08/31/2019;4,944;08/24/2019;42,522;3,305,734;1.29
Washington;09/07/2019;5,060;08/31/2019;40,665;3,305,734;1.23
Washington;09/14/2019;5,428;09/07/2019;40,889;3,305,734;1.24
Washington;09/21/2019;5,319;09/14/2019;40,830;3,305,734;1.24
Washington;09/28/2019;5,306;09/21/2019;40,741;3,305,734;1.23
Washington;10/05/2019;6,096;09/28/2019;40,842;3,305,734;1.24
Washington;10/12/2019;6,400;10/05/2019;41,027;3,317,884;1.24
Washington;10/19/2019;6,254;10/12/2019;42,101;3,317,884;1.27
Washington;10/26/2019;6,375;10/19/2019;43,371;3,317,884;1.31
Washington;11/02/2019;6,953;10/26/2019;44,478;3,317,884;1.34
Washington;11/09/2019;7,832;11/02/2019;46,326;3,317,884;1.40
Washington;11/16/2019;7,619;11/09/2019;48,374;3,317,884;1.46
Washington;11/23/2019;8,393;11/16/2019;51,224;3,317,884;1.54
Washington;11/30/2019;7,896;11/23/2019;52,829;3,317,884;1.59
Washington;12/07/2019;10,123;11/30/2019;59,916;3,317,884;1.81
Washington;12/14/2019;7,359;12/07/2019;59,316;3,317,884;1.79
Washington;12/21/2019;8,896;12/14/2019;60,383;3,317,884;1.82
Washington;12/28/2019;10,106;12/21/2019;61,333;3,317,884;1.85
Washington;01/04/2020;10,024;12/28/2019;70,363;3,317,884;2.12
Washington;01/11/2020;9,069;01/04/2020;70,214;3,333,838;2.11
Washington;01/18/2020;9,079;01/11/2020;65,903;3,333,838;1.98
Washington;01/25/2020;8,072;01/18/2020;67,705;3,333,838;2.03
Washington;02/01/2020;6,619;01/25/2020;65,260;3,333,838;1.96
Washington;02/08/2020;7,161;02/01/2020;64,144;3,333,838;1.92
Washington;02/15/2020;6,311;02/08/2020;61,819;3,333,838;1.85
Washington;02/22/2020;5,585;02/15/2020;59,819;3,333,838;1.79
Washington;02/29/2020;5,770;02/22/2020;58,586;3,333,838;1.76
Washington;03/07/2020;6,616;02/29/2020;56,513;3,333,838;1.70
Washington;03/14/2020;14,240;03/07/2020;55,588;3,333,838;1.67
Washington;03/21/2020;129,909;03/14/2020;62,623;3,333,838;1.88
Washington;03/28/2020;182,849;03/21/2020;158,025;3,333,838;4.74
Washington;04/04/2020;171,252;03/28/2020;309,411;3,333,838;9.28
Washington;04/11/2020;144,455;04/04/2020;442,936;3,351,028;13.22
Washington;04/18/2020;83,475;04/11/2020;535,185;3,351,028;15.97
Washington;04/25/2020;139,505;04/18/2020;573,374;3,351,028;17.11
Washington;05/02/2020;102,216;04/25/2020;604,048;3,351,028;18.03
Washington;05/09/2020;110,831;05/02/2020;739,795;3,351,028;22.08
Washington;05/16/2020;140,119;05/09/2020;1,045,456;3,351,028;31.20
Washington;05/23/2020;49,436;05/16/2020;593,287;3,351,028;17.70
Washington;05/30/2020;31,929;05/23/2020;479,768;3,351,028;14.32
Washington;06/06/2020;30,677;05/30/2020;438,156;3,351,028;13.08
Washington;06/13/2020;30,217;06/06/2020;410,204;3,351,028;12.24
West Virginia;01/05/2019;1,401;12/29/2018;12,347;661,070;1.87
West Virginia;01/12/2019;2,777;01/05/2019;14,088;663,426;2.12
West Virginia;01/19/2019;1,859;01/12/2019;14,028;663,426;2.11
West Virginia;01/26/2019;1,427;01/19/2019;13,782;663,426;2.08
West Virginia;02/02/2019;1,432;01/26/2019;14,757;663,426;2.22
West Virginia;02/09/2019;1,303;02/02/2019;14,999;663,426;2.26
West Virginia;02/16/2019;1,095;02/09/2019;14,366;663,426;2.17
West Virginia;02/23/2019;971;02/16/2019;14,348;663,426;2.16
West Virginia;03/02/2019;904;02/23/2019;14,270;663,426;2.15
West Virginia;03/09/2019;871;03/02/2019;13,428;663,426;2.02
West Virginia;03/16/2019;840;03/09/2019;13,532;663,426;2.04
West Virginia;03/23/2019;740;03/16/2019;12,568;663,426;1.89
West Virginia;03/30/2019;647;03/23/2019;11,545;663,426;1.74
West Virginia;04/06/2019;678;03/30/2019;10,966;663,426;1.65
West Virginia;04/13/2019;958;04/06/2019;10,007;666,414;1.50
West Virginia;04/20/2019;801;04/13/2019;9,800;666,414;1.47
West Virginia;04/27/2019;932;04/20/2019;9,687;666,414;1.45
West Virginia;05/04/2019;881;04/27/2019;9,567;666,414;1.44
West Virginia;05/11/2019;747;05/04/2019;8,920;666,414;1.34
West Virginia;05/18/2019;790;05/11/2019;8,666;666,414;1.30
West Virginia;05/25/2019;835;05/18/2019;8,671;666,414;1.30
West Virginia;06/01/2019;864;05/25/2019;8,877;666,414;1.33
West Virginia;06/08/2019;881;06/01/2019;8,588;666,414;1.29
West Virginia;06/15/2019;935;06/08/2019;8,866;666,414;1.33
West Virginia;06/22/2019;880;06/15/2019;8,652;666,414;1.30
West Virginia;06/29/2019;793;06/22/2019;8,904;666,414;1.34
West Virginia;07/06/2019;616;06/29/2019;8,463;666,414;1.27
West Virginia;07/13/2019;1,261;07/06/2019;9,381;669,336;1.40
West Virginia;07/20/2019;905;07/13/2019;9,269;669,336;1.38
West Virginia;07/27/2019;893;07/20/2019;8,989;669,336;1.34
West Virginia;08/03/2019;766;07/27/2019;8,649;669,336;1.29
West Virginia;08/10/2019;794;08/03/2019;8,416;669,336;1.26
West Virginia;08/17/2019;802;08/10/2019;8,211;669,336;1.23
West Virginia;08/24/2019;841;08/17/2019;7,974;669,336;1.19
West Virginia;08/31/2019;816;08/24/2019;7,670;669,336;1.15
West Virginia;09/07/2019;919;08/31/2019;7,644;669,336;1.14
West Virginia;09/14/2019;927;09/07/2019;7,838;669,336;1.17
West Virginia;09/21/2019;865;09/14/2019;7,823;669,336;1.17
West Virginia;09/28/2019;901;09/21/2019;7,985;669,336;1.19
West Virginia;10/05/2019;1,222;09/28/2019;8,319;669,336;1.24
West Virginia;10/12/2019;1,482;10/05/2019;8,486;670,192;1.27
West Virginia;10/19/2019;1,137;10/12/2019;8,899;670,192;1.33
West Virginia;10/26/2019;1,343;10/19/2019;9,318;670,192;1.39
West Virginia;11/02/2019;1,364;10/26/2019;9,761;670,192;1.46
West Virginia;11/09/2019;1,360;11/02/2019;10,125;670,192;1.51
West Virginia;11/16/2019;1,354;11/09/2019;10,804;670,192;1.61
West Virginia;11/23/2019;1,429;11/16/2019;11,400;670,192;1.70
West Virginia;11/30/2019;992;11/23/2019;11,262;670,192;1.68
West Virginia;12/07/2019;2,110;11/30/2019;14,014;670,192;2.09
West Virginia;12/14/2019;2,507;12/07/2019;14,518;670,192;2.17
West Virginia;12/21/2019;1,759;12/14/2019;14,267;670,192;2.13
West Virginia;12/28/2019;1,261;12/21/2019;14,003;670,192;2.09
West Virginia;01/04/2020;1,564;12/28/2019;15,887;670,192;2.37
West Virginia;01/11/2020;2,638;01/04/2020;18,026;670,051;2.69
West Virginia;01/18/2020;1,895;01/11/2020;17,681;670,051;2.64
West Virginia;01/25/2020;1,290;01/18/2020;16,745;670,051;2.50
West Virginia;02/01/2020;1,364;01/25/2020;16,905;670,051;2.52
West Virginia;02/08/2020;1,206;02/01/2020;16,588;670,051;2.48
West Virginia;02/15/2020;1,172;02/08/2020;16,856;670,051;2.52
West Virginia;02/22/2020;1,207;02/15/2020;17,355;670,051;2.59
West Virginia;02/29/2020;1,108;02/22/2020;16,797;670,051;2.51
West Virginia;03/07/2020;1,033;02/29/2020;16,110;670,051;2.40
West Virginia;03/14/2020;865;03/07/2020;15,394;670,051;2.30
West Virginia;03/21/2020;3,536;03/14/2020;14,154;670,051;2.11
West Virginia;03/28/2020;14,523;03/21/2020;21,145;670,051;3.16
West Virginia;04/04/2020;14,494;03/28/2020;36,690;670,051;5.48
West Virginia;04/11/2020;14,944;04/04/2020;48,597;667,871;7.28
West Virginia;04/18/2020;46,755;04/11/2020;96,128;667,871;14.39
West Virginia;04/25/2020;29,818;04/18/2020;146,566;667,871;21.95
West Virginia;05/02/2020;13,227;04/25/2020;110,377;667,871;16.53
West Virginia;05/09/2020;6,045;05/02/2020;107,405;667,871;16.08
West Virginia;05/16/2020;5,026;05/09/2020;98,794;667,871;14.79
West Virginia;05/23/2020;4,904;05/16/2020;93,086;667,871;13.94
West Virginia;05/30/2020;4,685;05/23/2020;84,610;667,871;12.67
West Virginia;06/06/2020;4,413;05/30/2020;83,162;667,871;12.45
West Virginia;06/13/2020;4,327;06/06/2020;75,236;667,871;11.27
Wisconsin;01/05/2019;11,915;12/29/2018;48,982;2,827,121;1.73
Wisconsin;01/12/2019;7,989;01/05/2019;50,273;2,833,042;1.77
Wisconsin;01/19/2019;6,332;01/12/2019;45,888;2,833,042;1.62
Wisconsin;01/26/2019;6,902;01/19/2019;44,587;2,833,042;1.57
Wisconsin;02/02/2019;11,372;01/26/2019;48,011;2,833,042;1.69
Wisconsin;02/09/2019;10,180;02/02/2019;54,782;2,833,042;1.93
Wisconsin;02/16/2019;5,574;02/09/2019;47,683;2,833,042;1.68
Wisconsin;02/23/2019;5,769;02/16/2019;45,863;2,833,042;1.62
Wisconsin;03/02/2019;6,099;02/23/2019;44,312;2,833,042;1.56
Wisconsin;03/09/2019;6,373;03/02/2019;44,487;2,833,042;1.57
Wisconsin;03/16/2019;5,999;03/09/2019;43,947;2,833,042;1.55
Wisconsin;03/23/2019;5,416;03/16/2019;42,319;2,833,042;1.49
Wisconsin;03/30/2019;5,678;03/23/2019;40,083;2,833,042;1.41
Wisconsin;04/06/2019;5,381;03/30/2019;38,304;2,833,042;1.35
Wisconsin;04/13/2019;4,684;04/06/2019;33,123;2,839,742;1.17
Wisconsin;04/20/2019;4,902;04/13/2019;31,454;2,839,742;1.11
Wisconsin;04/27/2019;4,891;04/20/2019;29,636;2,839,742;1.04
Wisconsin;05/04/2019;4,230;04/27/2019;26,352;2,839,742;0.93
Wisconsin;05/11/2019;4,230;05/04/2019;24,838;2,839,742;0.87
Wisconsin;05/18/2019;3,510;05/11/2019;22,949;2,839,742;0.81
Wisconsin;05/25/2019;3,514;05/18/2019;21,608;2,839,742;0.76
Wisconsin;06/01/2019;3,753;05/25/2019;21,075;2,839,742;0.74
Wisconsin;06/08/2019;4,367;06/01/2019;21,636;2,839,742;0.76
Wisconsin;06/15/2019;5,208;06/08/2019;21,574;2,839,742;0.76
Wisconsin;06/22/2019;5,467;06/15/2019;23,915;2,839,742;0.84
Wisconsin;06/29/2019;4,345;06/22/2019;25,106;2,839,742;0.88
Wisconsin;07/06/2019;5,609;06/29/2019;24,961;2,839,742;0.88
Wisconsin;07/13/2019;5,475;07/06/2019;29,809;2,845,276;1.05
Wisconsin;07/20/2019;3,441;07/13/2019;26,526;2,845,276;0.93
Wisconsin;07/27/2019;3,427;07/20/2019;25,635;2,845,276;0.90
Wisconsin;08/03/2019;3,702;07/27/2019;25,235;2,845,276;0.89
Wisconsin;08/10/2019;3,833;08/03/2019;25,799;2,845,276;0.91
Wisconsin;08/17/2019;3,369;08/10/2019;25,087;2,845,276;0.88
Wisconsin;08/24/2019;3,190;08/17/2019;24,157;2,845,276;0.85
Wisconsin;08/31/2019;3,787;08/24/2019;23,279;2,845,276;0.82
Wisconsin;09/07/2019;3,826;08/31/2019;23,006;2,845,276;0.81
Wisconsin;09/14/2019;3,594;09/07/2019;20,411;2,845,276;0.72
Wisconsin;09/21/2019;3,151;09/14/2019;18,955;2,845,276;0.67
Wisconsin;09/28/2019;2,993;09/21/2019;18,491;2,845,276;0.65
Wisconsin;10/05/2019;3,773;09/28/2019;18,508;2,845,276;0.65
Wisconsin;10/12/2019;3,888;10/05/2019;19,041;2,848,173;0.67
Wisconsin;10/19/2019;3,536;10/12/2019;18,962;2,848,173;0.67
Wisconsin;10/26/2019;3,911;10/19/2019;19,430;2,848,173;0.68
Wisconsin;11/02/2019;4,827;10/26/2019;20,121;2,848,173;0.71
Wisconsin;11/09/2019;5,847;11/02/2019;22,085;2,848,173;0.78
Wisconsin;11/16/2019;6,642;11/09/2019;23,174;2,848,173;0.81
Wisconsin;11/23/2019;7,396;11/16/2019;26,913;2,848,173;0.94
Wisconsin;11/30/2019;8,129;11/23/2019;27,603;2,848,173;0.97
Wisconsin;12/07/2019;10,564;11/30/2019;37,499;2,848,173;1.32
Wisconsin;12/14/2019;6,794;12/07/2019;33,276;2,848,173;1.17
Wisconsin;12/21/2019;7,776;12/14/2019;35,984;2,848,173;1.26
Wisconsin;12/28/2019;10,483;12/21/2019;36,158;2,848,173;1.27
Wisconsin;01/04/2020;12,854;12/28/2019;49,605;2,848,173;1.74
Wisconsin;01/11/2020;8,255;01/04/2020;53,305;2,851,929;1.87
Wisconsin;01/18/2020;6,388;01/11/2020;44,776;2,851,929;1.57
Wisconsin;01/25/2020;6,134;01/18/2020;44,077;2,851,929;1.55
Wisconsin;02/01/2020;6,280;01/25/2020;44,425;2,851,929;1.56
Wisconsin;02/08/2020;6,579;02/01/2020;44,477;2,851,929;1.56
Wisconsin;02/15/2020;5,808;02/08/2020;44,163;2,851,929;1.55
Wisconsin;02/22/2020;6,098;02/15/2020;43,996;2,851,929;1.54
Wisconsin;02/29/2020;5,658;02/22/2020;43,574;2,851,929;1.53
Wisconsin;03/07/2020;5,052;02/29/2020;42,337;2,851,929;1.48
Wisconsin;03/14/2020;5,190;03/07/2020;40,738;2,851,929;1.43
Wisconsin;03/21/2020;51,031;03/14/2020;43,607;2,851,929;1.53
Wisconsin;03/28/2020;110,934;03/21/2020;99,574;2,851,929;3.49
Wisconsin;04/04/2020;104,823;03/28/2020;208,387;2,851,929;7.31
Wisconsin;04/11/2020;70,000;04/04/2020;262,847;2,853,837;9.21
Wisconsin;04/18/2020;55,883;04/11/2020;299,532;2,853,837;10.50
Wisconsin;04/25/2020;49,993;04/18/2020;321,063;2,853,837;11.25
Wisconsin;05/02/2020;37,885;04/25/2020;314,025;2,853,837;11.00
Wisconsin;05/09/2020;38,710;05/02/2020;313,248;2,853,837;10.98
Wisconsin;05/16/2020;31,287;05/09/2020;308,397;2,853,837;10.81
Wisconsin;05/23/2020;28,967;05/16/2020;291,677;2,853,837;10.22
Wisconsin;05/30/2020;24,661;05/23/2020;269,678;2,853,837;9.45
