Error/Needs Review,record_id,policy_id,province,recorded_date,date_updated,date_start,date_end,policy_type,entry_type,event_description,type,type_sub_cat,type_text,correct_type,target_province,target_city,target_other,target_who_what,target_direction,travel_mechanism,compliance,link,ISO_A3,ISO_A2
,8727012Eo,8727012,Rhode Island,2020-05-27T11:06:53Z,2020-05-27,2020-05-22,2020-06-01,,update,"Rhode Island, United States
the mandatory 14-day quarantine for anyone coming to Rhode Island from another state, and all of the current business and restaurant restrictions – until June 1st.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,All (Travelers + Residents),Inbound,Flights,Mandatory (Unspecified/Implied),https://www.ri.gov/press/view/37994,USA,US
,9216695Eo,9216695,Alaska,2020-06-02T13:11:37Z,2020-06-02,2020-06-01,2020-06-05,,update,"The state of Alaska within the United States issues its 10th health mandate: All people arriving in Alaska, whether resident, worker or visitor, are required to self-quarantine for 14 days and monitor for illness. Arriving residents and workers in self-quarantine, should work from home, unless you support critical infrastructure",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,All (Travelers + Residents),Inbound,All kinds of transport,Mandatory with Fines,https://gov.alaska.gov/home/covid19-healthmandates/,USA,US
,2490567Eo,2490567,Alaska,2020-06-04T09:05:19Z,2020-06-04,2020-06-06,2020-07-15,,new_entry,"The state of Alaska, US announced all people arriving in Alaska, US from outside the state must self-quarantine for 14 days unless the traveler falls under one of the listed four categories which will be affective 12:01 am June 6, 2020.",Quarantine,Self-Quarantine (i.e. quarantine at home),85,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://covid19.alaska.gov/health-mandates/,USA,US
,4408441Eo,4408441,Vermont,2020-06-16T03:27:14Z,2020-06-16,2020-06-15,2020-07-15,Fewer Restrictions and/or Less Supply,update,"Vermont (06.15.2020-07.15.2020): Effective Monday, June 8, 2020, travel is permitted without quarantine restrictions to and from those counties of Maine, New Hampshire, Massachusetts, Rhode Island, Connecticut and New York as set forth in guidance issued by the Secretary of ACCD.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,All (Travelers + Residents),Inbound,All kinds of transport,Mandatory (Unspecified/Implied),https://governor.vermont.gov/sites/scott/files/documents/ADDENDUM%207%20TO%20EXECUTIVE%20ORDER%2001-20.pdf,USA,US
,5409359Eo,5409359,New Mexico,2020-06-18T03:22:04Z,2020-06-18,2020-03-27,2020-07-15,,new_entry,"New Mexico, United States is enforcing a quarantine for anyone who has come to New Mexico via an airline from outside of New Mexico as of 27th March 2020.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,correction,NA,NA,NA,All Travelers (Citizen Travelers + Foreign Travelers ),Inbound,Flights,Mandatory (Unspecified/Implied),https://cv.nmhealth.org/public-health-orders-and-executive-orders/,USA,US
,6566830Eo,6566830,Arizona,2020-06-24T20:16:40Z,2020-06-24,2020-04-07,2020-04-30,,new_entry,"On April 7 2020, Arizona Governor Ducey enacted the executive order that stated any traveler entering Arizona from an area with a substantial community spread through any airport in the state must isolate or quarantine themselves for 14 days.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,NA,NA,NA,Mandatory with Fines,https://azgovernor.gov/sites/default/files/eo-2020-24.pdf,USA,US
,5378921Eo,5378921,Maryland,2020-06-25T09:01:52Z,2020-06-25,2020-04-06,2020-04-20,,new_entry,"On April 6, the Baltimore Police Department Southwest District ordered officers to self-quarantine due to rising COVID-19 case numbers.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://www.wbaltv.com/article/coronavirus-baltimore-southwest-district-officers-self-quarantine-officer-tests-positive/32042873,USA,US
,9075943Eo,9075943,Alabama,2020-06-27T11:22:22Z,2020-06-27,2020-04-03,2020-07-03,,update,"Effective April 3 until July 3, any person in Alabama who has tested positive for COVID-19 shall be quarantined to their place of residence for a period of 14 days after receiving positive test results.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://governor.alabama.gov/assets/2020/04/Final-Statewide-Order-4.3.2020.pdf,USA,US
,9986356Eo,9986356,Massachusetts,2020-07-02T05:47:09Z,2020-07-02,2020-07-01,2020-07-15,,new_entry,"Baker-Polito Administration announced new COVID-19 public health guidelines on travel and transportation. Effective Wednesday, July 1, all travelers arriving to Massachusetts, including residents returning home, are instructed to self-quarantine for 14-days. This does not apply to travelers from Rhode Island, Connecticut, Vermont, New Hampshire, Maine, New York or New Jersey.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://www.mass.gov/news/baker-polito-administration-announces-updated-travel-guidelines-to-support-covid-19-response,USA,US
,2076256Eo,2076256,Connecticut,2020-07-02T17:49:26Z,2020-07-02,2020-06-24,2020-07-15,,new_entry,"On June 24 2020 in Connecticut an executive order announced that all travelers entering Connecticut from a state with a positive test rate higher than 10 per 100,000 residents shall self-quarantine for a period of 14 days.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,NA,NA,NA,Mandatory (Unspecified/Implied),https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7BBB.pdf,USA,US
,7055272Eo,7055272,Arkansas,2020-07-03T08:28:13Z,2020-07-03,2020-03-30,2020-05-05,,new_entry,"On March 30, Arkansas instituted a 14-day self-quarantine for all out of state inbound travelers. 

Policy ended on May 5.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,All Travelers (Citizen Travelers + Foreign Travelers ),Inbound,All kinds of transport,Voluntary/Recommended but No Penalties,https://web.archive.org/web/20200401234430/https://www.healthy.arkansas.gov/images/uploads/pdf/NY-NJ-CT-NO-Intl_Self_Home_Quarantine.final.3.30.20.pdf,USA,US
,9758551Eo,9758551,New York,2020-07-03T11:37:20Z,2020-07-03,2020-06-25,2020-07-15,,new_entry,"The Governor of New York, US has written an executive order enforcing a travel advisory into the state of New York from any state that has higher than a 10% test positivity rate over a 7 day rolling average. Any people coming from these states must follow through with a 14 day quarantine. This will take into effect om June 25th and will be coordinated with New Jersey as well as Connecticut.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,NA,NA,NA,All (Travelers + Residents),Inbound,All kinds of transport,Mandatory with Fines,https://www.governor.ny.gov/news/no-205-quarantine-restrictions-travelers-arriving-new-york,USA,US
,6914020Eo,6914020,Nebraska,2020-04-08T13:08:49Z,2020-04-08,2020-04-03,2020-05-31,,new_entry,"The state of Nebraska ordered individuals statewide who have come into contact with a possible COVID-19 patient, displaying symptoms consistent with COVID-19 or who have tested positive for COVID-19 to home-quarantine for 14 days unless at a healthcare facility on April 3, effective immediately, in place until May 11.
",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,Nebraska,NA,NA,All (Travelers + Residents),NA,Not Applicable,"Mandatory with Fines,Mandatory (Unspecified/Implied)",http://dhhs.ne.gov/Documents/COVID-19-DHM-STATEWIDE.pdf,USA,US
,1927672Eo,1927672,New Jersey,2020-04-21T01:41:06Z,2020-04-21,2020-03-21,2020-07-15,,new_entry,"United States, New Jersey Governor issues an executive order stating that ""all New Jersey residents shall remain home or at their place or residence"" Exception for essential travel. Begins March 21 and remains in effect until revoked or modified.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,New Jersey,NA,NA,All (Travelers + Residents),NA,Not Applicable,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",https://nj.gov/infobank/eo/056murphy/pdf/EO-107.pdf,USA,US
,4763999Eo,738791,New York,2020-04-24T13:55:39Z,2020-04-24,2020-03-29,2020-04-15,More Restrictions and/or More Supply,update,"USA, New York State, March 29, Lockdown: "" Governor Cuomo Announces NYS on Pause Functions Extended for the Next Two Weeks""",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,New York,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,"Mandatory with Fines,Mandatory (Unspecified/Implied)",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-nys-pause-functions-extended-next-two,USA,US
,4280147Eo,738791,New York,2020-04-25T03:31:37Z,2020-04-25,2020-03-20,2020-04-15,More Restrictions and/or More Supply,new_entry,"USA, New York State, March 20, Governor announces Lockdown: ""The Governor's 10-point NYS on PAUSE plan"" 
",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,correction,New York,NA,NA,All Residents (Citizen Residents +Foreign Residents),NA,Not Applicable,"Mandatory with Fines,Mandatory (Unspecified/Implied)",https://www.governor.ny.gov/news/governor-cuomo-signs-new-york-state-pause-executive-order,USA,US
,546068Eo,546068,Arkansas,2020-07-02T09:22:42Z,2020-07-02,2020-05-06,2020-06-15,More Restrictions and/or More Supply,new_entry,"Arkansas required travelers from NY, NJ, CT, and New Orleans, LA to self-quarantine for 14 days. 

Policy started May 6 and expired on June 15.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,"New York, New Jersey, Connecticut, Louisiana",NA,NA,All Travelers (Citizen Travelers + Foreign Travelers ),Inbound,All kinds of transport,"Mandatory (Unspecified/Implied),Voluntary/Recommended but No Penalties",https://www.kark.com/news/health/coronavirus/coronavirus-in-arkansas-governor-state-officials-to-give-update-on-states-response-at-130-p-m/,USA,US
changed end date,130736Eo,130736,Oklahoma,2020-04-21T21:10:45Z,2020-04-21,2020-03-29,2020-05-28,More Restrictions and/or More Supply,new_entry,"On March 29th, the Governor of Oklahoma issued an Executive Order quarantining those who traveled into Oklahoma from the New York tri-state area, Washington state, California and Louisiana for 14 days, to remain in place until April 28th",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,New York; Connecticut; New Jersey; Washington state; California; Louisiana,NA,NA,All Travelers (Citizen Travelers + Foreign Travelers ),Inbound,Flights,Mandatory (Unspecified/Implied),https://www.sos.ok.gov/documents/executive/1924.pdf,USA,US
,1301219Eo,130736,Oklahoma,2020-04-21T21:43:22Z,2020-04-21,2020-04-02,2020-05-02,More Restrictions and/or More Supply,update,"On April 2nd, the Governor of Oklahoma issued an Executive Order which extended the mandatory self-quarantine for those traveling from COVID-19 hotspots until May 2nd",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,New York; Connecticut; New Jersey; Washington state; California; Louisiana,NA,NA,All Travelers (Citizen Travelers + Foreign Travelers ),Inbound,Flights,Mandatory (Unspecified/Implied),https://www.sos.ok.gov/documents/executive/1926.pdf,USA,US
changed end,8521425Eo,8521425,Oklahoma,2020-04-21T22:34:48Z,2020-04-21,2020-04-08,2020-05-07,More Restrictions and/or More Supply,new_entry,"On April 7th, the Governor of Oklahoma issued an Executive Order which extended the mandatory self-quarantine for those traveling from COVID-19 hotspots until May 7th",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,New York; New Jersey; Connecticut; Washington state; California; Louisiana,NA,NA,All Travelers (Citizen Travelers + Foreign Travelers ),Inbound,Flights,Mandatory (Unspecified/Implied),https://www.sos.ok.gov/documents/executive/1929.pdf,USA,US
changed start,9786478Eo,8521425,Oklahoma,2020-04-22T18:27:54Z,2020-04-22,2020-05-07,2020-05-13,More Restrictions and/or More Supply,update,The Governor of Oklahoma on April 13th issued a amendment to an Executive order extending the original restriction on travelers coming from COVID hotspots from May 7th to May 13th,Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,New York; New Jersey; Connecticut; Washington state; California; Louisiana,NA,NA,All Travelers (Citizen Travelers + Foreign Travelers ),Inbound,Flights,Mandatory (Unspecified/Implied),https://www.sos.ok.gov/documents/executive/1930.pdf,USA,US
,9931248Eo,9931248,South Carolina,2020-05-14T21:18:44Z,2020-05-14,2020-05-01,2020-05-01,Fewer Restrictions and/or Less Supply,update,"The state of South Carolina rescinded the order for travelers entering from New York, New Jersey, Connecticut, and the City of New Orleans, Louisiana to self-quarantine for 14 days on May 1, effective immediately and in place until further notice.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,"New York; New Jersey; Connecticut;City of New Orleans, Louisiana",NA,NA,All Travelers (Citizen Travelers + Foreign Travelers ),Inbound,All kinds of transport,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)",https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-03-27%20eFILED%20Executive%20Order%20No.%202020-14%20-%20Self-Quarantine%20for%20Individuals%20from%20High-Risk%20Areas.pdf,USA,US
,5726136Eo,5726136,North Dakota,2020-04-24T05:48:22Z,2020-04-24,2020-04-06,2020-07-15,More Restrictions and/or More Supply,new_entry,"United States, North Dakota Governor issues an executive order requiring all individuals who tested positive for COVID-19 to self-quarantine in their place of residence, for a period of 14 days.",Quarantine,Self-Quarantine (i.e. quarantine at home),NA,original,North Dakota,NA,NA,Other,NA,Not Applicable,"Mandatory (Unspecified/Implied),Mandatory with Exceptions (Please list exceptions in the text entry)",https://www.governor.nd.gov/sites/www/files/documents/executive-orders/Executive%20Order%202020-21%20-%20Quarantine%20of%20COVID-19%20positives%2C%20household%20contacts.pdf,USA,US
